partidos
29-09-2021 Pachuca 1 - 1 Club America
03-10-2021 Club America 2 - 0 U.N.A.M. - Pumas
17-10-2021 Atletico San Luis 0 - 1 Club America
20-10-2021 Club America 2 - 1 Santos Laguna
24-10-2021 Club America 1 - 0 Tigres UANL
31-10-2021 Cruz Azul 2 - 1 Club America
07-11-2021 Club America 0 - 0 Monterrey
25-11-2021 U.N.A.M. - Pumas 0 - 0 Club America
28-11-2021 Club America 1 - 3 U.N.A.M. - Pumas
23-07-2021 Club Queretaro 0 - 0 Club America
03-08-2021 Atletico San Luis 1 - 1 Club Queretaro
06-08-2021 Club Queretaro 0 - 1 Leon
14-08-2021 U.N.A.M. - Pumas 0 - 0 Club Queretaro
18-08-2021 Tigres UANL 3 - 0 Club Queretaro
23-08-2021 Club Queretaro 0 - 2 Pachuca
28-08-2021 Puebla 1 - 0 Club Queretaro
13-09-2021 Club Queretaro 3 - 0 Necaxa
20-09-2021 Cruz Azul 2 - 0 Club Queretaro
30-09-2021 Club Queretaro 1 - 0 Guadalajara Chivas
03-10-2021 Toluca 1 - 1 Club Queretaro
09-10-2021 FC Juarez 0 - 0 Club Queretaro
15-10-2021 Club Queretaro 1 - 1 Club Tijuana
19-10-2021 Club Queretaro 1 - 0 Monterrey
23-10-2021 Mazatlán 2 - 1 Club Queretaro
30-10-2021 Club Queretaro 2 - 3 Santos Laguna
05-11-2021 Atlas 2 - 0 Club Queretaro
26-07-2021 Club Tijuana 1 - 2 Tigres UANL
31-07-2021 Leon 2 - 1 Club Tijuana
07-08-2021 Club Tijuana 0 - 2 Toluca
14-08-2021 FC Juarez 1 - 1 Club Tijuana
18-08-2021 Club Tijuana 1 - 1 Puebla
22-08-2021 Club America 2 - 0 Club Tijuana
28-08-2021 Club Tijuana 2 - 2 Monterrey
11-09-2021 Club Tijuana 2 - 1 Santos Laguna
17-09-2021 Atletico San Luis 4 - 1 Club Tijuana
25-09-2021 Club Tijuana 0 - 0 Mazatlán
28-09-2021 Necaxa 3 - 0 Club Tijuana
04-10-2021 Club Tijuana 0 - 1 Cruz Azul
15-10-2021 Club Queretaro 1 - 1 Club Tijuana
21-10-2021 Club Tijuana 0 - 0 Guadalajara Chivas
24-10-2021 U.N.A.M. - Pumas 3 - 1 Club Tijuana
29-10-2021 Atlas 0 - 2 Club Tijuana
07-11-2021 Club Tijuana 3 - 2 Pachuca
27-07-2021 Cruz Azul 0 - 2 Mazatlán
01-08-2021 Santos Laguna 1 - 1 Cruz Azul
07-08-2021 Necaxa 1 - 2 Cruz Azul
15-08-2021 Cruz Azul 4 - 0 Toluca
19-08-2021 Cruz Azul 1 - 1 Monterrey
22-08-2021 Atletico San Luis 0 - 0 Cruz Azul
30-08-2021 Cruz Azul 1 - 1 Pachuca
11-09-2021 FC Juarez 2 - 1 Cruz Azul
20-09-2021 Cruz Azul 2 - 0 Club Queretaro
25-09-2021 Puebla 1 - 1 Cruz Azul
04-10-2021 Club Tijuana 0 - 1 Cruz Azul
17-10-2021 Cruz Azul 1 - 1 Tigres UANL
20-10-2021 Atlas 0 - 0 Cruz Azul
24-10-2021 Guadalajara Chivas 1 - 1 Cruz Azul
31-10-2021 Cruz Azul 2 - 1 Club America
04-11-2021 Cruz Azul 0 - 1 Leon
07-11-2021 U.N.A.M. - Pumas 4 - 3 Cruz Azul
22-11-2021 Cruz Azul 1 - 4 Monterrey
24-07-2021 FC Juarez 1 - 3 Toluca
01-08-2021 Atlas 2 - 0 FC Juarez
07-08-2021 Guadalajara Chivas 2 - 2 FC Juarez
14-08-2021 FC Juarez 1 - 1 Club Tijuana
19-08-2021 FC Juarez 1 - 2 Club America
23-08-2021 Necaxa 1 - 0 FC Juarez
29-08-2021 Santos Laguna 2 - 0 FC Juarez
11-09-2021 FC Juarez 2 - 1 Cruz Azul
18-09-2021 Leon 0 - 1 FC Juarez
22-09-2021 FC Juarez 1 - 0 Atletico San Luis
29-09-2021 Mazatlán 3 - 1 FC Juarez
02-10-2021 FC Juarez 3 - 1 Monterrey
09-10-2021 FC Juarez 0 - 0 Club Queretaro
17-10-2021 U.N.A.M. - Pumas 1 - 0 FC Juarez
25-10-2021 Pachuca 1 - 1 FC Juarez
30-10-2021 FC Juarez 0 - 2 Puebla
07-11-2021 Tigres UANL 3 - 0 FC Juarez
25-07-2021 Guadalajara Chivas 1 - 2 Atletico San Luis
31-07-2021 Puebla 0 - 2 Guadalajara Chivas
07-08-2021 Guadalajara Chivas 2 - 2 FC Juarez
16-08-2021 Santos Laguna 0 - 0 Guadalajara Chivas
19-08-2021 Guadalajara Chivas 0 - 3 Leon
22-08-2021 Monterrey 0 - 0 Guadalajara Chivas
28-08-2021 Guadalajara Chivas 2 - 1 Necaxa
12-09-2021 U.N.A.M. - Pumas 0 - 0 Guadalajara Chivas
19-09-2021 Guadalajara Chivas 1 - 0 Pachuca
26-09-2021 Club America 0 - 0 Guadalajara Chivas
30-09-2021 Club Queretaro 1 - 0 Guadalajara Chivas
03-10-2021 Guadalajara Chivas 0 - 1 Atlas
17-10-2021 Guadalajara Chivas 2 - 0 Toluca
21-10-2021 Club Tijuana 0 - 0 Guadalajara Chivas
24-10-2021 Guadalajara Chivas 1 - 1 Cruz Azul
31-10-2021 Tigres UANL 2 - 1 Guadalajara Chivas
06-11-2021 Mazatlán 0 - 1 Guadalajara Chivas
24-07-2021 Pachuca 4 - 0 Leon
31-07-2021 Leon 2 - 1 Club Tijuana
06-08-2021 Club Queretaro 0 - 1 Leon
15-08-2021 Leon 3 - 0 Mazatlán
19-08-2021 Guadalajara Chivas 0 - 3 Leon
22-08-2021 Leon 1 - 1 Santos Laguna
29-08-2021 Leon 1 - 1 Club America
12-09-2021 Tigres UANL 2 - 2 Leon
18-09-2021 Leon 0 - 1 FC Juarez
25-09-2021 Atlas 2 - 0 Leon
02-10-2021 Leon 0 - 0 Atletico San Luis
16-10-2021 Monterrey 0 - 1 Leon
21-10-2021 Leon 1 - 2 U.N.A.M. - Pumas
23-10-2021 Puebla 0 - 1 Leon
31-10-2021 Toluca 0 - 0 Leon
04-11-2021 Cruz Azul 0 - 1 Leon
06-11-2021 Leon 3 - 0 Necaxa
26-11-2021 Puebla 2 - 1 Leon
29-11-2021 Leon 2 - 0 Puebla
02-12-2021 Tigres UANL 2 - 1 Leon
05-12-2021 Leon 2 - 1 Tigres UANL
10-12-2021 Leon 3 - 2 Atlas
27-07-2021 Cruz Azul 0 - 2 Mazatlán
31-07-2021 Mazatlán 2 - 1 Pachuca
07-08-2021 Mazatlán 1 - 1 Monterrey
15-08-2021 Leon 3 - 0 Mazatlán
17-08-2021 Toluca 2 - 2 Mazatlán
21-08-2021 Mazatlán 0 - 3 Tigres UANL
28-08-2021 Mazatlán 2 - 2 Atletico San Luis
12-09-2021 Club America 2 - 0 Mazatlán
19-09-2021 Mazatlán 2 - 2 U.N.A.M. - Pumas
25-09-2021 Club Tijuana 0 - 0 Mazatlán
29-09-2021 Mazatlán 3 - 1 FC Juarez
03-10-2021 Santos Laguna 1 - 0 Mazatlán
16-10-2021 Mazatlán 1 - 0 Atlas
20-10-2021 Puebla 2 - 0 Mazatlán
23-10-2021 Mazatlán 2 - 1 Club Queretaro
30-10-2021 Necaxa 2 - 1 Mazatlán
06-11-2021 Mazatlán 0 - 1 Guadalajara Chivas
26-07-2021 Monterrey 1 - 1 Puebla
01-08-2021 Monterrey 2 - 0 U.N.A.M. - Pumas
07-08-2021 Mazatlán 1 - 1 Monterrey
15-08-2021 Monterrey 3 - 1 Pachuca
19-08-2021 Cruz Azul 1 - 1 Monterrey
22-08-2021 Monterrey 0 - 0 Guadalajara Chivas
28-08-2021 Club Tijuana 2 - 2 Monterrey
11-09-2021 Atlas 2 - 1 Monterrey
20-09-2021 Monterrey 2 - 0 Tigres UANL
23-09-2021 Monterrey 2 - 0 Toluca
27-09-2021 Santos Laguna 1 - 2 Monterrey
02-10-2021 FC Juarez 3 - 1 Monterrey
16-10-2021 Monterrey 0 - 1 Leon
19-10-2021 Club Queretaro 1 - 0 Monterrey
23-10-2021 Monterrey 0 - 1 Necaxa
01-11-2021 Atletico San Luis 1 - 1 Monterrey
07-11-2021 Club America 0 - 0 Monterrey
22-11-2021 Cruz Azul 1 - 4 Monterrey
25-11-2021 Monterrey 0 - 0 Atlas
28-11-2021 Atlas 1 - 1 Monterrey
24-07-2021 Necaxa 0 - 3 Santos Laguna
01-08-2021 Club America 2 - 1 Necaxa
07-08-2021 Necaxa 1 - 2 Cruz Azul
13-08-2021 Atletico San Luis 0 - 2 Necaxa
18-08-2021 Necaxa 3 - 0 U.N.A.M. - Pumas
23-08-2021 Necaxa 1 - 0 FC Juarez
28-08-2021 Guadalajara Chivas 2 - 1 Necaxa
13-09-2021 Club Queretaro 3 - 0 Necaxa
18-09-2021 Necaxa 0 - 3 Atlas
24-09-2021 Pachuca 1 - 0 Necaxa
28-09-2021 Necaxa 3 - 0 Club Tijuana
04-10-2021 Tigres UANL 0 - 0 Necaxa
16-10-2021 Necaxa 0 - 0 Puebla
21-10-2021 Toluca 1 - 1 Necaxa
23-10-2021 Monterrey 0 - 1 Necaxa
30-10-2021 Necaxa 2 - 1 Mazatlán
06-11-2021 Leon 3 - 0 Necaxa
24-07-2021 Pachuca 4 - 0 Leon
31-07-2021 Mazatlán 2 - 1 Pachuca
10-08-2021 Pachuca 0 - 1 Atlas
15-08-2021 Monterrey 3 - 1 Pachuca
23-08-2021 Club Queretaro 0 - 2 Pachuca
30-08-2021 Cruz Azul 1 - 1 Pachuca
14-09-2021 Pachuca 1 - 2 Toluca
19-09-2021 Guadalajara Chivas 1 - 0 Pachuca
24-09-2021 Pachuca 1 - 0 Necaxa
29-09-2021 Pachuca 1 - 1 Club America
02-10-2021 Puebla 1 - 2 Pachuca
17-10-2021 Pachuca 1 - 1 Santos Laguna
21-10-2021 Tigres UANL 3 - 0 Pachuca
25-10-2021 Pachuca 1 - 1 FC Juarez
31-10-2021 Pachuca 1 - 1 U.N.A.M. - Pumas
04-11-2021 Pachuca 0 - 0 Atletico San Luis
07-11-2021 Club Tijuana 3 - 2 Pachuca
26-07-2021 Monterrey 1 - 1 Puebla
31-07-2021 Puebla 0 - 2 Guadalajara Chivas
08-08-2021 Club America 2 - 0 Puebla
14-08-2021 Puebla 1 - 1 Tigres UANL
18-08-2021 Club Tijuana 1 - 1 Puebla
22-08-2021 U.N.A.M. - Pumas 2 - 0 Puebla
28-08-2021 Puebla 1 - 0 Club Queretaro
11-09-2021 Puebla 2 - 2 Atletico San Luis
20-09-2021 Santos Laguna 1 - 1 Puebla
25-09-2021 Puebla 1 - 1 Cruz Azul
29-09-2021 Atlas 0 - 1 Puebla
02-10-2021 Puebla 1 - 2 Pachuca
16-10-2021 Necaxa 0 - 0 Puebla
20-10-2021 Puebla 2 - 0 Mazatlán
23-10-2021 Puebla 0 - 1 Leon
30-10-2021 FC Juarez 0 - 2 Puebla
06-11-2021 Puebla 1 - 0 Toluca
26-11-2021 Puebla 2 - 1 Leon
29-11-2021 Leon 2 - 0 Puebla
24-07-2021 Necaxa 0 - 3 Santos Laguna
01-08-2021 Santos Laguna 1 - 1 Cruz Azul
08-08-2021 Tigres UANL 1 - 1 Santos Laguna
16-08-2021 Santos Laguna 0 - 0 Guadalajara Chivas
19-08-2021 Santos Laguna 1 - 1 Atlas
22-08-2021 Leon 1 - 1 Santos Laguna
29-08-2021 Santos Laguna 2 - 0 FC Juarez
11-09-2021 Club Tijuana 2 - 1 Santos Laguna
20-09-2021 Santos Laguna 1 - 1 Puebla
27-09-2021 Santos Laguna 1 - 2 Monterrey
03-10-2021 Santos Laguna 1 - 0 Mazatlán
17-10-2021 Pachuca 1 - 1 Santos Laguna
20-10-2021 Club America 2 - 1 Santos Laguna
25-10-2021 Santos Laguna 2 - 2 Toluca
30-10-2021 Club Queretaro 2 - 3 Santos Laguna
05-11-2021 U.N.A.M. - Pumas 0 - 3 Santos Laguna
08-11-2021 Santos Laguna 0 - 0 Atletico San Luis
21-11-2021 Santos Laguna 2 - 0 Atletico San Luis
26-11-2021 Santos Laguna 2 - 1 Tigres UANL
29-11-2021 Tigres UANL 1 - 0 Santos Laguna
26-07-2021 Club Tijuana 1 - 2 Tigres UANL
01-08-2021 Toluca 3 - 1 Tigres UANL
08-08-2021 Tigres UANL 1 - 1 Santos Laguna
14-08-2021 Puebla 1 - 1 Tigres UANL
18-08-2021 Tigres UANL 3 - 0 Club Queretaro
21-08-2021 Mazatlán 0 - 3 Tigres UANL
29-08-2021 Tigres UANL 1 - 1 Atlas
12-09-2021 Tigres UANL 2 - 2 Leon
20-09-2021 Monterrey 2 - 0 Tigres UANL
26-09-2021 Tigres UANL 0 - 0 U.N.A.M. - Pumas
29-09-2021 Atletico San Luis 0 - 3 Tigres UANL
04-10-2021 Tigres UANL 0 - 0 Necaxa
17-10-2021 Cruz Azul 1 - 1 Tigres UANL
21-10-2021 Tigres UANL 3 - 0 Pachuca
24-10-2021 Club America 1 - 0 Tigres UANL
31-10-2021 Tigres UANL 2 - 1 Guadalajara Chivas
07-11-2021 Tigres UANL 3 - 0 FC Juarez
26-11-2021 Santos Laguna 2 - 1 Tigres UANL
29-11-2021 Tigres UANL 1 - 0 Santos Laguna
02-12-2021 Tigres UANL 2 - 1 Leon
05-12-2021 Leon 2 - 1 Tigres UANL
24-07-2021 FC Juarez 1 - 3 Toluca
01-08-2021 Toluca 3 - 1 Tigres UANL
07-08-2021 Club Tijuana 0 - 2 Toluca
15-08-2021 Cruz Azul 4 - 0 Toluca
17-08-2021 Toluca 2 - 2 Mazatlán
21-08-2021 Atlas 0 - 0 Toluca
29-08-2021 Toluca 2 - 1 U.N.A.M. - Pumas
14-09-2021 Pachuca 1 - 2 Toluca
19-09-2021 Toluca 3 - 1 Club America
23-09-2021 Monterrey 2 - 0 Toluca
26-09-2021 Toluca 1 - 2 Atletico San Luis
03-10-2021 Toluca 1 - 1 Club Queretaro
17-10-2021 Guadalajara Chivas 2 - 0 Toluca
21-10-2021 Toluca 1 - 1 Necaxa
25-10-2021 Santos Laguna 2 - 2 Toluca
31-10-2021 Toluca 0 - 0 Leon
06-11-2021 Puebla 1 - 0 Toluca
21-11-2021 Toluca 1 - 2 U.N.A.M. - Pumas
25-07-2021 U.N.A.M. - Pumas 0 - 0 Atlas
01-08-2021 Monterrey 2 - 0 U.N.A.M. - Pumas
08-08-2021 U.N.A.M. - Pumas 1 - 3 Atletico San Luis
14-08-2021 U.N.A.M. - Pumas 0 - 0 Club Queretaro
18-08-2021 Necaxa 3 - 0 U.N.A.M. - Pumas
22-08-2021 U.N.A.M. - Pumas 2 - 0 Puebla
29-08-2021 Toluca 2 - 1 U.N.A.M. - Pumas
12-09-2021 U.N.A.M. - Pumas 0 - 0 Guadalajara Chivas
19-09-2021 Mazatlán 2 - 2 U.N.A.M. - Pumas
26-09-2021 Tigres UANL 0 - 0 U.N.A.M. - Pumas
03-10-2021 Club America 2 - 0 U.N.A.M. - Pumas
17-10-2021 U.N.A.M. - Pumas 1 - 0 FC Juarez
21-10-2021 Leon 1 - 2 U.N.A.M. - Pumas
24-10-2021 U.N.A.M. - Pumas 3 - 1 Club Tijuana
31-10-2021 Pachuca 1 - 1 U.N.A.M. - Pumas
05-11-2021 U.N.A.M. - Pumas 0 - 3 Santos Laguna
07-11-2021 U.N.A.M. - Pumas 4 - 3 Cruz Azul
21-11-2021 Toluca 1 - 2 U.N.A.M. - Pumas
25-11-2021 U.N.A.M. - Pumas 0 - 0 Club America
28-11-2021 Club America 1 - 3 U.N.A.M. - Pumas
03-12-2021 U.N.A.M. - Pumas 0 - 1 Atlas
06-12-2021 Atlas 0 - 1 U.N.A.M. - Pumas
